As,Cd,Cr,Cu,Fe,Mn,Ni,Pb,Zn,Hg,Co,Al,Se,Sb,Ba,V,sample_id,lat,long,HPI
92.641,30.269,31.096,24.126,49.957,51.688,134.206,23.346,12.642,84.076,90.908,11.453,17.224,103.997,1.531,122.021,Asambia mota1,22.96805556,69.4375,71.61
23.247,97.645,46.62,47.221,103.848,66.256,65.137,13.42,94.357,68.491,89.623,35.569,41.618,43.503,101.245,68.688,Juna Devaliya 1,22.97944444,71.00888889,64.31
9.344,8.539,4.365,1.951,0.099,10.854,2.527,7.38,11.906,3.236,9.916,6.682,12.59,0.629,0.873,6.011,Bhadia mota,22.98333333,69.33333333,5
33.652,29.852,26.921,27.355,2.152,12.045,28.247,5.175,14.369,25.728,4.283,31.016,25.995,11.572,41.339,32.987,Vitthalgarh,22.9875,71.975,24.2
22.585,18.934,13.359,10.49,26.689,14.009,8.086,5.118,7.875,26.58,15.178,23.258,2.074,17.259,6.611,22.974,Mathak1,22.99722222,70.025,20.94
169.778,205.897,20.757,99.52,14.005,163.688,5.128,121.156,26.212,36.378,108.909,52.461,29.07,141.563,92.215,42.805,Macchukunda,23.00138889,70.89583333,87.15
35.624,47.391,3.911,33.167,12.302,34.491,31.182,17.581,38.189,45.806,24.19,29.62,4.203,2.527,18.098,29.92,Kherwa,23.00416667,71.74583333,36.23
0.347,6.781,6.172,4.562,3.375,5.304,5.12,1.707,5.16,4.797,1.936,3.999,4.296,7.307,7.008,7.465,Kapadvanj,23.00416667,73.09166667,5
2.234,0.832,6.695,7.68,1.455,3.154,10.391,9.076,7.459,7.16,0.067,6.161,0.627,1.917,1.679,3.693,Limbdi2,23.00416667,74.15833333,5
9.39,17.377,0.753,5.551,3.652,3.221,16.359,2.959,4.513,8.301,5.157,15.459,15.906,4.29,7.929,16.581,Sarvad,23.00638889,70.70694444,9.77
0.766,11.682,6.882,8.75,10.89,7.407,6.587,6.46,7.804,2.4,3.923,11.659,1.097,9.006,8.28,7.947,Sukhpar1,23.00833333,71.28333333,5
25.249,19.134,29.439,20.744,24.183,31.424,53.638,50.2,47.352,49.549,13.163,46.502,9.353,6.174,34.253,37.283,Kothamba,23.01944444,73.51944444,35.96
130.149,2.925,115.457,143.095,44.088,165.877,160.272,173.397,169.891,104.405,171.954,70.788,52.399,27.897,44.545,81.82,Halvad2,23.02083333,71.1875,83.67
1.047,1.123,0.291,6.777,7.851,5.124,4.425,0.724,0.209,6.388,5.956,2.09,7.076,7.929,7.65,6.9,Shinaya,23.03333333,70.05416667,5
6.403,6.371,5.277,1.503,7.874,5.206,2.895,4.497,7.641,4.509,7.3,3.828,0.366,7.385,4.739,3.984,Ghuma,23.03333333,72.44583333,5
78.171,61.36,86.615,43.72,18.203,59.761,71.566,8.976,20.407,80.202,25.283,61.844,61.871,86.645,61.565,5.594,Suthri,23.03388889,68.91527778,71.23
2.73,3.133,7.335,2.99,2.955,2.027,1.934,7.346,3.83,5.829,5.854,4.01,3.266,5.684,6.944,2.639,Kotaya,23.04166667,69.075,5
11.393,11.32,19.478,27.592,39.059,28.37,27.092,3.14,11.719,0.137,31.609,31.745,8.855,0.079,27.21,27.278,Kotadi,23.04166667,69.19166667,5
7.041,12.321,30.53,6.378,17.075,44.454,52.829,56.807,28.335,40.049,14.754,47.506,13.314,16.027,39.22,12.331,Dunai,23.05,69.5,30.39
8.696,11.427,27.001,7.762,17.49,3.499,0.778,14.718,23.8,30.047,20.632,5.724,32.057,22.853,17.481,28.623,Pipli,23.06,71.73416667,23.27
52.831,22.036,23.744,22.453,23.584,57.302,7.456,77.761,95.019,78.31,79.721,71.138,23.336,34.041,20.144,34.59,Jokha,23.06194444,73.62027778,57.06
8.439,30.985,15.541,37.45,8.434,9.331,9.716,24.902,42.186,32.458,37.656,7.131,41.657,37.757,34.554,34.699,Suliyat,23.06222222,73.85083333,30.71
57.979,52.136,40.305,0.652,2.061,64.314,81.657,41.163,14.285,29.068,18.101,46.594,63.781,60.442,59.39,69.071,Mau Moti_1,23.07638889,69.29861111,41.97
118.597,142.519,127.134,43.508,53.043,78.218,27.968,8.621,50.961,64.02,145.516,29.431,73.557,13.663,106.428,67.134,Gandhidham1,23.08333333,70.14166667,73.23
235.84,158.718,60.516,219.897,187.141,120.197,200.181,27.041,220.242,35.231,124.643,189.439,94.482,120.332,43.157,203.945,Juna vasadra,23.08333333,73.3625,85.93
11.266,0.282,47.019,25.203,46.03,3.703,41.787,35.204,29.723,17.983,45.259,24.767,8.159,28.246,0.602,32.227,Malia,23.09166667,70.7625,17.37
1.568,0.478,2.658,7.365,9.3,4.949,4.421,12.076,4.514,4.593,11.007,2.782,2.717,13.432,10.746,6.758,Jhalod1,23.09166667,74.13333333,5
37.748,64.756,20.561,104.745,118.912,71.448,84.276,85.923,163.037,56.042,18.967,149.078,39.533,106.505,5.353,77.31,Vinjhan1,23.1,69.025,63.02
2.192,17.031,10.359,4.903,19.993,19.75,15.723,14.223,17.607,20.946,12.995,18.164,2.058,0.173,3.466,5.135,Ghansyam Gadh,23.10666667,71.48416667,15.39
101.013,118.61,39.965,132.15,123.291,127.382,87.432,82.582,5.593,60.198,101.734,98.678,133.753,2.286,88.852,44.739,Ratanpur(maum.),23.10833333,69.29166667,72.51
5.258,4.237,3.593,3.127,0.686,1.549,3.643,0.266,3.058,5.856,3.326,2.382,2.738,6.815,0.886,0.426,Miani,23.1125,71.12916667,5
45.567,94.811,101.728,72.3,47.914,59.502,32.427,33.19,49.819,81.983,177.234,21.775,81.189,47.367,125.471,199.838,Bajana,23.11666667,71.78333333,77.06
35.184,27.388,26.182,39.736,23.947,31.919,12.832,18.329,6.383,16.354,39.803,42.783,39.728,35.593,12.396,19.477,Kukavati,23.12277778,71.47972222,22.88
9.908,28.531,26.286,17.906,5.078,24.377,13.632,15.039,36.866,6.848,2.423,12.803,43.303,26.724,26.793,19.841,Boral,23.125,73.20833333,15.56
9.147,12.828,2.756,60.006,31.401,33.561,44.028,46.07,28.983,32.995,59.375,68.066,23.869,39.46,2.772,58.426,Lunawada,23.12916667,73.60833333,29.79
6.326,6.316,4.158,8.563,3.837,4.743,2.134,2.384,4.898,5.823,9.667,1.339,5.124,0.146,8.809,0.465,Viramgam2,23.14166667,72.03333333,5
13.938,12.272,11.177,13.504,0.425,0.855,4.129,3.757,11.743,1.003,6.731,6.931,2.142,10.429,1.206,1.675,Gadhar,23.15,73.775,5
137.129,69.189,32.715,5.511,78.206,32.818,125.367,36.779,110.637,31.356,5.357,58.511,88.478,97.533,106.561,13.685,Sukhsar,23.15,74.05,55.26
6.76,1.283,1.203,2.655,1.382,1.451,7.551,5.974,3.854,6.643,6.787,4.377,7.49,0.091,7.042,5.864,Kothara,23.16194444,68.91194444,5
64.173,46.598,78.525,135.408,104.557,77.992,10.161,78.195,109.972,41.476,52.534,59.904,151.058,76.308,73.927,72.338,Garada,23.16472222,74.12277778,54.91
14.085,8.323,12.121,2.267,30.527,20.608,29.992,3.381,17.881,5.88,23.022,12.169,4.439,13.042,11.224,31.36,Bar,23.16805556,73.41111111,8.49
3.423,4.84,2.257,3.049,3.7,5.519,2.233,5.56,2.123,5.667,4.98,0.748,5.167,3.573,0.3,3.961,Sedat,23.17138889,69.6375,5
35.511,11.115,38.832,17.148,52.425,14.043,20.71,13.591,52.616,12.128,25.017,17.375,48.625,63.877,3.017,62.448,Sathamba,23.175,73.3375,21.58
4.29,6.77,0.476,6.645,6.933,7.289,6.664,0.307,4.737,5.679,5.195,6.334,3.132,2.298,2.254,3.45,Kantha,23.17833333,73.65222222,5
3.831,4.903,6.98,7.196,0.451,0.508,1.701,4.793,7.21,5.856,4.757,0.996,7.156,1.547,1.504,5.125,Paliya,23.17916667,72.84166667,5
8.283,4.106,6.837,4.534,3.388,7.651,0.338,7.45,0.441,4.172,1.577,1.267,8.426,7.33,8.232,5.202,Kharaghoda,23.1875,71.75,5
25.653,84.116,52.755,75.375,4.034,26.51,40.976,12.023,46.823,52.783,4.855,48.453,64.64,46.637,8.142,1.649,Santrampur1,23.19166667,73.90833333,53.06
92.778,18.988,0.38,21.779,26.04,37.355,11.946,80.472,58.204,5.955,18.92,1.365,36.573,90.899,55.721,28.904,Serthapara1,23.19444444,72.56666667,27.28
10.026,11.732,15.779,11.415,9.16,11.817,7.543,0.838,14.48,17.027,11.974,9.338,7.793,5.046,12.579,17.117,Desalpur,23.20277778,69.44583333,12.89
68.921,44.837,63.102,41.222,75.854,28.506,77.287,59.455,43.096,55.186,6.379,40.55,16.507,3.762,34.493,13.017,Limbadia peti,23.20416667,73.6,46.7
49.746,104.063,1.266,73.529,74.57,67.424,27.287,112.143,20.249,104.43,111.996,19.26,28.441,55.825,82.279,86.489,Mothala,23.20833333,69.125,89.54
18.45,46.081,19.045,52.102,55.889,6.222,12.414,49.06,16.865,32.562,59.183,33.406,35.209,6.634,1.436,11.276,Sukhpar,23.20833333,69.61666667,31.76
112.219,98.532,128.953,152.9,202.146,149.878,102.43,95.331,96.617,62.889,173.217,23.072,70.349,115.028,80.508,92.38,Sarsava,23.22777778,73.97694444,82.52
10.678,9.091,11.694,10.227,5.657,6.223,6.639,2.084,9.35,2.552,2.027,10.759,1.767,9.595,11.797,4.936,Malekpur1,23.23055556,73.73611111,5
14.72,0.115,11.539,34.305,13.972,32.699,8.523,9.32,33.867,4.341,26.923,19.438,1.272,32.09,0.99,21.606,Boriya,23.24277778,72.94083333,7.87
2.406,29.781,17.746,33.351,18.981,35.07,43.876,37.003,20.645,21.594,25.898,31.734,10.005,17.058,43.874,0.038,Vidaj,23.24722222,72.3,22.2
33.624,130.898,163.627,252.87,158.06,96.944,168.683,113.216,222.579,12.31,80.522,122.439,87.128,59.869,26.885,117.085,Bhuj (Hospital),23.25,69.66666667,55.68
40.294,82.027,91.257,39.823,11.63,0.434,33.025,38.062,82.547,35.851,26.758,8.553,17.998,63.947,27.459,11.513,Bhuj (Circuit House),23.25,69.66666667,45.84
96.017,6.663,79.167,116.397,102.876,79.323,121.731,7.1,79.609,63.676,97.256,77.572,54.102,49.974,60.614,55.033,Bibipur,23.25277778,73.2125,52.97
3.098,7.46,4.084,14.162,14.877,7.056,8.353,8.959,5.228,1.76,1.493,9.817,11.972,12.114,0.833,1.871,Bibipur1,23.25277778,73.2125,5
22.104,32.658,38.711,35.772,33.485,34.355,4.142,13.609,21.868,13.105,9.23,25.048,9.821,2.179,16.019,7.886,Naliya,23.25583333,68.84,15.75
23.493,18.283,45.734,54.389,12.795,25.752,50.809,33.948,45.487,44.22,39.214,12.843,51.2,11.703,23.271,2.272,Naliya (Bus S),23.26666667,68.83333333,34.75
13.102,19.38,10.391,9.219,4.778,7.777,1.944,7.184,15.025,14.956,7.845,7.574,7.055,0.199,8.719,15.467,Sabdajinamuvada,23.27083333,72.925,12.79
1.07,8.84,1.768,7.317,0.534,11.335,8.811,2.644,10.084,3.179,5.194,10.779,10.249,6.908,3.068,7.779,Endla,23.27222222,72.05833333,5
5.566,5.336,0.108,6.701,2.348,0.636,6.031,0.969,2.536,6.135,4.169,6.543,0.537,3.101,4.871,6.629,Alwakampa,23.27472222,73.20833333,5
57.667,28.322,22.813,61.674,45.468,28.582,56.587,7.144,58.033,52.7,54.818,26.478,52.902,59.334,24.14,37.114,Mandal2,23.275,71.91666667,46.62
26.175,23.018,12.125,5.149,16.6,24.481,14.691,20.837,5.65,12.849,31.039,28.849,25.635,16.224,32.659,1.192,Tera,23.28333333,68.94722222,16.88
72.69,43.795,17.749,19.818,18.313,28.182,21.54,70.662,65.367,17.017,11.806,66.362,48.116,45.554,76.886,77.141,Budasan,23.2875,72.375,32.54
4.514,1.278,0.682,4.243,4.255,3.218,3.902,4.023,5.246,7.119,4.131,2.125,4.068,2.59,5.926,6.773,Kadana,23.28888889,73.83333333,5
90.032,85.1,106.056,53.798,23.276,74.7,4.441,106.142,1.442,91.94,59.131,139.939,3.229,15.04,143.264,7.92,Samkhiari,23.3,70.50833333,75.71
1.472,3.753,0.395,2.529,1.896,0.372,5.778,3.099,4.457,6.599,0.848,2.771,3.615,3.801,6.854,2.034,Umadpura,23.30361111,72.96444444,5
33.401,156.845,45.887,67.941,9.336,200.622,195.493,55.398,123.543,55.78,90.719,34.225,192.34,24.407,48.208,57.019,Dasada1,23.32083333,71.82916667,79.97
12.442,98.41,43.451,30.954,3.45,95.196,86.014,31.099,90.79,98.822,93.749,75.703,61.514,70.282,47.604,64.777,Kesharpura_Mayal,23.32222222,72.94888889,84.51
2.218,0.94,4.562,6.023,7.456,0.783,2.501,2.585,5.489,7.22,4.924,6.408,1.034,6.164,7.743,3.686,Bavaliya,23.325,73.56944444,5
73.987,55.903,41.441,5.906,11.203,5.196,59.37,50.884,21.95,65.168,61.174,26.921,45.381,57.072,21.23,49.063,Karanpur,23.33333333,73.3,60.34
13.644,1.412,2.968,14.547,4.901,4.503,0.178,11.969,4.309,16.772,7.623,6.119,12.035,12.29,12.104,15.154,Visawadi,23.34166667,71.73333333,12.28
73.049,42.422,8.212,98.003,115.859,18.285,12.276,160.698,8.748,74.807,176.033,75.487,157.64,88.343,126.476,78.054,Malpur_1,23.34472222,73.46444444,77.8
8.504,8.885,5.703,7.535,3.59,0.616,9.406,3.667,9.358,9.612,8.072,7.535,6.063,0.679,2.79,1.818,Jhinjhuwada,23.35,71.65833333,7.83
13.767,114.042,40.254,46.554,10.569,28.826,99.264,2.939,38.502,24.093,70.717,115.596,72.873,58.29,104.116,114.147,Dhansura,23.35,73.2,47.49
1.908,9.296,3.811,5.113,8.338,1.412,2.814,9.603,9.29,3.861,4.067,1.246,0.127,6.571,2.757,1.283,Dhansura1,23.35,73.2,5
7.59,15.717,12.069,13.424,13.423,13.056,17.957,4.956,3.803,12.497,7.924,4.875,12.862,2.367,0.81,3.33,Haboi,23.35833333,69.86666667,11.37
73.435,72.835,61.29,8.363,54.735,18.529,49.455,23.274,21.002,64.309,13.421,3.714,53.321,69.244,11.038,64.446,Dalod,23.36666667,71.96666667,62.68
10.781,52.719,1.751,17.057,24.869,48.898,22.516,8.205,49.294,47.684,4.452,25.417,8.973,11.043,33.129,30.764,Ughraj1,23.36666667,72.1,37.12
30.127,58.667,39.289,32.001,2.817,22.911,14.696,8.291,6.478,29.475,42.417,2.862,54.909,18.465,2.831,19.386,Khanpur,23.37,73.67722222,33.14
83.879,17.335,25.823,82.044,39.165,22.161,55.862,31.3,46.797,7.685,57.118,32.053,104.526,93.696,97.956,3.439,Harsol,23.37222222,73.025,30.25
22.036,16.039,14.326,8.158,10.366,27.449,11.737,9.106,6.822,27.792,13.49,5.617,22.463,20.644,1.833,1.309,Shivlakha,23.375,70.62361111,22.48
4.275,7.346,3.867,1.14,5.713,1.067,3.528,4.807,6.652,5.19,4.821,4.76,6.407,0.583,6.533,5.04,Pandarvada,23.375,73.63333333,5
90.826,98.297,95.699,98.559,113.074,124.865,39.614,106.315,108.928,51.837,39.961,26.669,3.443,98.498,126.377,70.753,Harsol1,23.37777778,73.01666667,67.47
27.11,37.43,7.221,42.342,44.783,46.398,88.665,42.434,89.923,23.937,66.497,45.709,49.419,13.616,73.242,47.395,Dhama,23.38527778,71.67944444,29.98
6.16,5.424,3.797,2.944,2.543,0.437,3.011,4.938,5.087,5.366,2.904,6.644,6.179,2.759,2.582,1.445,Rudramata,23.39166667,69.70833333,5
18.056,37.884,11.467,24.676,35.487,35.543,26.906,28.9,5.704,10.775,32.396,18.125,35.657,8.423,18.426,29.409,Lodai,23.4,69.89166667,18.72
4.917,3.329,6.689,4.285,0.188,3.813,0.823,4.983,5.105,6.899,6.727,7.684,0.494,1.589,6.337,2.713,Devisar,23.40277778,69.32916667,5
15.239,13,2.403,8.008,3.682,12.11,11.051,0.135,16.156,3.511,7.508,3.525,10.863,7.163,6.737,12.598,Hamirpur,23.40833333,73.45833333,6.66
12.001,3.836,7.965,6.78,1.894,1.11,1.589,7.928,4.228,3.708,2.933,9.334,6.324,8.349,6.634,8.077,Gagodar,23.41666667,70.8,5
127.082,64.439,39.561,77.263,99.598,124.976,64.557,65.634,91.003,92.57,163.145,3.527,155.862,52.141,31.808,8.65,Adriyana,23.425,71.70833333,85.8
3.377,4.939,3.64,6.027,3.644,3.438,2.956,2.254,6.558,5.905,5.456,1.973,4.155,4.04,2.274,4.351,Varvada,23.44194444,73.05666667,5
18.569,28.142,41.374,39.3,12.993,24.576,27.971,22.743,17.597,40.578,20.905,36.724,37.493,22.757,40.521,24.665,Chandranagar,23.45,69.4,33.65
30.576,92.532,113.23,116.556,66.834,101.46,114.759,97.905,2.4,57.157,17.024,43.323,26.056,107.647,62.786,31.75,Kharoi,23.45416667,70.35,69.03
63.373,140.385,66.573,114.536,71.299,151.322,166.872,10.419,38.414,34.686,120.637,44.234,161.562,94.624,132.54,172.116,Modasa,23.4625,73.30833333,72.16
110.706,33.415,40.486,114.157,73.92,95.004,8.289,30.52,104.766,82.631,88.985,47.318,11.276,51.217,12.805,93.797,Ugardi,23.46305556,69.13805556,64
9.264,29.869,4.553,19.339,51.577,34.141,38.321,48.605,50.944,2.315,54.181,7.062,27.506,49.911,2.909,35.759,Kakarwa,23.475,70.40416667,17.91
4.815,8.142,14.32,15.161,15.282,15.046,16.189,5.516,17.241,13.034,10.053,4.589,1.183,0.018,5.205,8.667,Surel,23.47916667,71.61944444,9.48
6.369,5.292,4.84,5.446,1.464,4.82,3.228,5.576,6.524,4.774,4.493,6.036,2.43,6.515,4.52,4.901,Seenawad,23.48638889,73.39861111,5
34.894,3.885,17.052,12.229,28.871,22.841,21.581,17.441,5.019,1.388,5.308,12.685,6.434,5.414,23.553,27.154,Meghraj,23.49583333,73.50833333,6.18
31.225,48.635,67.937,54.85,45.389,35.661,11.223,60.381,6.665,17.343,30.641,71.271,47.868,3.409,20.771,5.427,Asjol,23.50833333,72.18333333,26.35
75.001,16.797,38.346,36.769,85.671,29.207,57.7,91.417,36.439,3.958,61.866,28.026,44.691,24.358,41.627,1.418,Mau,23.51027778,72.51916667,21.01
5.978,186.272,69.8,198.619,70.552,72.813,150.73,90.488,67.272,195.959,104.519,5.36,200.682,74.748,186.599,184.418,Lilpur,23.51111111,70.65,162.33
26.358,4.39,68.074,65.478,28.153,12.653,56.711,88.227,46.365,4.41,0.135,55.021,60.592,78.93,39.74,10.351,Medasana,23.51194444,73.27444444,22.5
6.585,5.443,5.585,6.207,4.924,1.727,7.261,5.926,1.946,4.348,4.597,4.528,2.376,6.865,2.17,8.295,Rawapar,23.51666667,69.075,5
12.381,6.869,5.157,10.318,8.435,3.158,10.349,12.009,9.846,10.069,9.297,1.302,5.643,10.597,7.393,8.428,Mata no madh,23.53333333,68.95,9.44
27.991,9.891,14.704,14.318,35.791,47.837,26.9,44.978,11.547,39.915,38.424,53.863,20.708,46.803,19.851,24.845,Kuda,23.53444444,70.44027778,33.48
10.065,10.306,6.697,9.177,8.255,10.632,10.785,11.493,12.247,13.319,9.076,13.427,12.082,6.668,8.967,7.907,Dharpura,23.54583333,72.1125,11.55
9.153,4.185,6.449,5.309,0.399,3.791,4.299,9.577,6.739,3.986,4.886,6.945,10.473,3.822,8.607,11.039,Adesar (Pond),23.55,70.98333333,5
22.687,116.322,66.667,77.307,124.076,55.192,49.581,31.34,28.797,29.27,25.329,72.187,23.432,125.712,123.245,7.3,Rapar2,23.56666667,70.6375,54.46
7.53,13.638,28.445,5.226,3.597,13.26,9.498,22.676,11.061,22.786,8.309,6.784,19.889,2.528,1.877,25.143,Gadada,23.57527778,73.25305556,17.69
142.929,40.505,118.415,8.885,16.18,35.459,113.041,59.053,87.755,32.866,17.687,141.644,32.563,125.321,94.049,94.806,Maguna,23.57777778,72.28888889,54.19
7.286,10.768,8.539,10.66,5.101,9.306,10.162,8.748,9.211,0.647,5.505,4.719,5.29,11.877,6.046,6.751,Moti chander,23.59444444,71.78055556,5
57.78,17.546,57.456,44.429,59.771,1.306,62.427,16.191,8.964,55.729,75.338,37.711,25.184,16.033,23.762,56.698,Mathasuliya,23.6025,73.15444444,41.79
5.484,11.078,4.441,8.097,2.774,6.818,5.237,5.983,5.265,1.95,3.423,11.072,6.831,8.097,9.747,7.77,Ramgarh,23.60527778,72.91916667,5
1.482,5.644,8.789,4.844,5.684,6.033,0.698,7.452,0.058,7.129,7.8,3.474,5.525,7.752,2.621,4.755,Himmatnagar,23.60833333,72.95833333,6.4
4.299,2.189,6.487,3.313,4.171,7.131,3.04,4.647,4.846,6.495,7.338,4.179,0.757,5.264,1.975,1.555,Panchot,23.62916667,72.34166667,5
34.663,49.533,66.023,94.619,69.898,31.069,56.303,15.949,5.517,11.465,40.068,93.232,53.76,74.442,67.784,53.689,Dayapar1,23.63333333,68.87083333,30.79
12.557,7.536,3.104,5.222,4.467,10.305,9.442,2.664,1.629,1.992,4.704,0.404,6.175,11.89,6.654,1.829,Virpur_1(Himmat),23.65166667,72.95388889,5
30.798,140.591,19.998,210.268,202.467,195.523,208.355,193.927,166.567,5.956,141.396,188.376,86.083,96.752,48.127,57.174,Virpur (Himmat),23.65416667,72.95833333,62.05
3.975,5.772,2.634,5.239,2.92,1.156,9.347,11.693,11.397,12.317,10.787,1.202,9.776,7.899,0.519,11.109,Dhinoj,23.65833333,72.27916667,9.86
55.538,24.446,41.621,33.735,58.607,58.743,60.317,13.753,24.584,36.088,59.77,12.746,33.36,19.639,5.307,27.003,Dhinoj1,23.6625,72.27916667,33.04
2.09,2.199,0.269,2.766,7.357,1.585,0.515,4.909,5.632,6.325,3.25,3.445,5.338,6.823,2.419,0.178,Punasan,23.66944444,73.17361111,5
69.856,88.158,59.036,63.788,8.317,49.146,48.549,36.606,61.732,57.428,136.803,119.847,139.746,138.519,148.096,60.967,Shamlaji,23.68611111,73.36666667,75.4
63.7,19.382,1.016,77.375,22.543,21.705,34.645,26.953,69.416,17.802,22.83,56.286,1.355,82.609,31.055,84.131,Dharmoda1,23.69166667,72.07083333,27.78
59.187,31.31,19.991,85.922,78.138,19.77,97.533,70.102,13.656,43.994,47.299,15.001,52.119,74.944,79.125,36.016,Dharmoda,23.69722222,72.06944444,48.48
8.93,1.781,7.416,3.777,5.558,0.909,7.284,0.609,2.35,5.954,1.095,11.004,10.681,2.484,4.516,6.36,Visnagar,23.7,72.55416667,5
2.441,7.878,0.942,8.499,8.903,3.915,5.368,5.717,3.059,5.132,6.497,6.737,0.901,2.598,2.191,5.373,Gadha,23.70833333,72.94166667,5
48.769,34.534,1.65,19.568,2.359,47.691,22.144,61.723,20.161,10.688,9.164,48.163,35.854,30.439,61.474,45.353,Bhandupara,23.725,72.38333333,23.41
0.12,5.19,7.568,5.087,1.019,2.692,1.668,3.858,7.975,6.852,4.923,1.14,0.839,1.855,7.191,0.032,Bhadreshwar,23.74583333,72.97916667,5
10.815,2.95,5.89,13.959,16.687,9.722,8.919,14.841,5.443,15.199,10.217,9.913,4.329,6.805,10.572,2.783,Deshalpur rapar,23.74722222,70.67916667,10.99
14.005,7.48,45.772,67.323,81.888,24.972,11.763,17.853,29.615,56.476,38.442,7.615,67.259,62.251,64.797,15.561,Moti cher,23.75833333,68.675,43.09
6.752,1.155,3.387,6.778,2.397,0.573,7.027,1.535,3.261,6.995,4.054,5.806,2.767,3.653,7.029,2.293,Santhalpur,23.75833333,71.175,5
136.779,173.083,66.875,36.823,99.877,148.078,23.465,100.919,148.303,14.234,41.169,170.724,141.657,129.087,125.448,40.651,Tarabh,23.75833333,72.45833333,72.68
63.543,25.307,8.784,1.802,35.705,5.029,64.233,30.571,18.301,83.767,5.944,36.408,85.65,26.919,55.856,35.907,Sander,23.76666667,72.25416667,61.21
8.709,5.018,2.105,6.46,5.958,9.45,0.117,8.623,5.421,5.91,1.667,3.055,1.682,0.281,9.643,2.48,Unawa,23.76666667,72.3625,5
9.857,2.436,8.915,7.273,7.015,8.419,17.131,7.552,0.919,15.573,6.398,17.827,2.948,10.565,5.293,15.061,Bhiloda2,23.76666667,73.27222222,11.31
5.603,6.067,0.728,0.309,1.679,0.632,7.561,1.694,3.716,5.629,4.248,5.207,7.399,0.148,2.364,7.511,Shankhari,23.77916667,72.1625,5
7.625,7.823,6.856,0.637,2.776,4.152,9.212,1.56,7.161,3.737,9.657,6.868,8.589,3.71,2.658,3.721,Varahi,23.78333333,71.45,5
23.816,16.331,39.677,22.77,43.575,23.736,17,1.329,35.736,14.789,12.973,2.974,36.014,33.076,34.308,15.439,Virpur (Idar),23.78333333,72.93333333,18.15
16.202,42.962,77.5,78.079,36.292,10.287,61.549,71.578,51.016,45.88,42.152,30.691,2.164,44.21,34.217,48.455,Unjha,23.79777778,72.39444444,43.26
1.569,6.261,0.577,6.197,2.559,7.395,3.538,3.122,6.851,5.663,3.301,5.376,6.377,2.661,7.318,2.523,Sihi,23.8,72.35,5
204.948,70.759,152.599,14.652,177.235,74.556,206.438,83.847,113.367,51.822,98.433,184.542,106.305,60.384,198.948,36.15,Revas,23.82083333,73.11666667,74.16
252.72,71.193,54.397,70.967,29.39,40.298,40.6,47.284,229.411,164.862,20.528,70.336,108.275,28.925,204.224,259.326,Lakhpat,23.82305556,68.775,124.84
10.873,11.969,11.492,1.79,6.092,2.983,8.707,0.555,4.29,1.616,3.123,12.43,12.773,3.676,6.519,10.373,Radhanpur2,23.825,71.61388889,5
31.135,48.55,37.291,92.235,110.729,1.869,16.645,88.231,94.132,60.105,110.921,69.144,113.292,6.035,82.411,9.209,Khavada,23.83888889,69.73055556,53.81
4.042,5.879,5.279,1.319,3.967,2.657,3.051,5.969,1.391,6.067,0.472,3.984,1.618,1.267,6.106,2,Patan2,23.84166667,72.12361111,5
144.943,12.605,231.757,231.182,45.018,101.076,195.977,18.303,172.691,43.902,26.142,99.867,173.872,147.573,2.456,8.084,Dosaj,23.84166667,72.45,65.34
54.773,54.734,5.134,69.485,69.719,37.204,54.35,53.192,18.465,40.908,77.063,30.04,77.157,39.428,68.647,64.556,Idar,23.84166667,73.0375,46.9
6.146,6.361,6.383,2.481,5.886,0.366,6.667,2.148,1.288,5.435,2.036,5.863,6.115,1.131,2.821,1.873,Khavda,23.84444444,69.73194444,5
68.01,30.708,12.035,102.741,2.599,95.036,58.14,12.828,16.077,78.153,53.457,55.594,3.977,22.878,52.073,51.314,Unad1,23.84583333,72.71666667,55.03
6.232,3.507,4.34,4.207,5.543,1.41,1.54,2.383,5.591,6.205,5.902,1.59,3.177,4.65,4.047,0.232,Takatuka,23.84722222,73.30833333,5
6.769,1.209,8.351,2.688,0.754,2.361,3.97,0.564,6.729,6.666,7.503,1.776,7.818,2.58,2.656,8.096,Patan2,23.85,72.1,5
1.038,1.833,7.62,0.294,5.843,7.153,0.947,3.271,6.483,7.539,3.587,1.382,0.132,3.544,3.703,7.047,Takatuka_1,23.85138889,73.305,5
22.044,51.763,13.003,13.608,47.037,21.533,27.427,8.276,19.381,50.218,22.376,46.401,25.293,38.705,54.311,37.187,Sabalwad,23.87416667,72.96305556,42.92
0.093,100.904,43.594,118.714,80.628,2.521,63.887,56.823,54.873,0.553,12.959,52.891,85.086,106.636,129.781,163.401,Dholavira,23.88333333,70.21666667,39.79
7.529,5.003,4.806,0.066,3.459,2.027,8.087,9.603,1.099,5.094,8.424,1.493,0.585,2.315,0.157,5.764,Nedra,23.8875,72.31666667,5
4.041,36.258,43.455,35.238,42.226,39.414,36.449,7.62,28.831,26.341,25.095,33.165,9.234,20.565,21.682,3.043,Kheralu1,23.8875,72.6125,24.77
20.033,1.886,0.53,29.173,3.494,2.341,32.559,11.655,30.279,35.484,19.018,32.605,4.946,8.476,21.129,28.909,Rampura1,23.89166667,72.51666667,22.57
2.422,57.879,58.705,1.556,0.365,0.875,76.03,32.997,54.074,59.811,72.502,6.66,42.33,34.704,49.642,31.157,Choriwad,23.9,73.11944444,51.42
