sample_id,lat,long,as,cd,cr,cr+6,pb,hg,ni,cu,zn,fe,mn,co,al,se,sb,ba,v
Hinderana,20.97472222,71.41277778,0.005815703,0.001521317,0.012784964,0.036601663,0.005739239,0.000451464,0.00955295,0.578063536,1.096534547,0.181677376,0.041799651,0.033789316,0.107765514,0.004913388,0.002533267,0.226158598,0.026133001
Bhim Deval,20.9775,70.60916667,0.006893742,0.002864296,0.043619432,0.048360878,0.008390065,0.000803109,0.013358512,1.096718271,2.484286475,0.222624757,0.082298597,0.045803016,0.14640091,0.006679863,0.003900888,0.57368955,0.041078494
Moraj,20.98333333,70.43611111,0.014164081,0.004195918,0.07969462,0.07646392,0.015660294,0.001519984,0.029609579,2.128445893,4.26522091,0.436196431,0.167921382,0.081549206,0.287653708,0.014425581,0.007557604,1.154590762,0.084823216
Jamvala1,20.98333333,70.7625,0.012430748,0.004011487,0.067859744,0.061110271,0.013210934,0.001326489,0.023947286,1.860225801,3.954737961,0.392956704,0.131504988,0.068122348,0.250758136,0.012703571,0.007558033,1.022413658,0.078946316
Chinam,20.99166667,72.88611111,0.000397345,0.001003883,0.019871012,0.017744694,0.004096094,0.000275614,0.006418207,0.504282208,1.253761931,0.119804581,0.032406936,0.018181133,0.050587093,0.002696133,0.001749756,0.224078315,0.019802996
Ubhrat,21.00833333,72.74583333,0.002581727,0.000971823,0.016145521,0.016288244,0.002310796,0.000168822,0.005624846,0.670932533,0.351995438,0.131868461,0.04056842,0.023508502,0.109085734,0.004194474,0.002853052,0.113606247,0.012484129
Amervel Nes,21.00888889,70.72583333,0.011416499,0.00304278,0.046275426,0.054537904,0.012786904,0.001194701,0.019027775,1.625461654,3.390968305,0.347952983,0.085437289,0.052843118,0.222682831,0.009933399,0.00556596,0.765273735,0.043158086
Parjan,21.01111111,72.83916667,0.002041558,0.000864657,0.007864297,0.019472163,0.004458051,0.000357277,0.006101148,0.409245921,1.140441359,0.056568752,0.031158805,0.014591554,0.051453117,0.003817942,0.001883732,0.232037936,0.02853231
Victor,21.0125,71.54166667,0.007071354,0.002403099,0.045352458,0.047424496,0.008564706,0.000729053,0.015901392,0.908621845,2.580143915,0.250885139,0.103205226,0.03064494,0.13699945,0.008831028,0.003716133,0.498008294,0.038607158
Karanjvel,21.01277778,73.45805556,0,0.000247385,0,0.003431704,0.000898335,0,0.006152981,0,0.159787293,0.028365404,0,0,0.012202572,0.000950965,0.000540993,0.187809507,0
Trakuda,21.01666667,71.28055556,0.02394862,0.007180237,0.117881228,0.111156047,0.022665062,0.002058331,0.047163333,3.276068339,7.148686347,0.687606261,0.221045632,0.110245637,0.456396671,0.023841517,0.011356287,1.582784419,0.114744903
Mahuva2,21.02083333,73.14583333,0.012761325,0.003364535,0.064791695,0.059683809,0.012876536,0.00138574,0.024627319,2.036030312,3.867391897,0.378690569,0.114240016,0.064315638,0.263719991,0.014485939,0.007224182,0.860073333,0.067692606
Jambur[madhapar,21.02916667,70.60833333,0.00537656,0.002144328,0.038948386,0.02243935,0.008411024,0.000752548,0.012000365,1.375581012,2.028769926,0.155949528,0.064315654,0.02904807,0.152163417,0.0049073,0.003805279,0.429386206,0.033290104
Kanek,21.03055556,70.24166667,0.008499335,0.002717349,0.039523064,0.047866371,0.009008153,0.000843732,0.01608093,1.530512517,2.645012012,0.309706466,0.092780393,0.03490734,0.182276557,0.007621137,0.004956359,0.598187357,0.04030266
Chorwad,21.04166667,70.21666667,0.010031007,0.002128991,0.044639644,0.050776194,0.010179481,0.001077295,0.016066012,1.391802535,3.192079521,0.289422488,0.102931194,0.044744676,0.18668594,0.008558295,0.005169582,0.61824772,0.058397704
Kelkui,21.04194444,73.32333333,0.004528034,0.000790609,0.015358795,0.01658983,0.003912709,0.000481798,0.006956951,0.648865994,0.225532419,0.039829703,0.021944803,0.005487794,0.036759295,0.002706318,0.001545351,0.210602732,0.011402545
Khambalia1,21.04444444,70.19166667,0.003488975,0.001172354,0.013443874,0.017823664,0.005182227,0.000404663,0.007756739,0.390128114,1.920060408,0.15499098,0.040838267,0.020511873,0.046728032,0.002859292,0.001479814,0.270679863,0.010188884
Ankolvadi 1,21.04694444,70.66472222,0.004276649,0.001261106,0.019053038,0.015933793,0.004471699,0.000431053,0.008717861,0.702966908,1.041289122,0.112401418,0.046340241,0.022219965,0.059329933,0.003524263,0.002072958,0.320139483,0.021738947
Ankolvadi,21.04722222,70.65833333,0.010638712,0.003201521,0.04875631,0.05845165,0.011754755,0.000982417,0.023742454,1.631303372,3.036531359,0.323586471,0.105658951,0.057211692,0.19988404,0.011110425,0.005394554,0.807607639,0.057928328
Valod,21.05,73.26666667,0.001883889,0.00023898,0.009564945,0.006415409,0.000155195,0.000129664,0.004658448,0.262895067,0.543409044,0,0.019422777,0,0.008276953,0.000678052,0.000586404,0.182688068,0.006416306
Talala1,21.05138889,70.525,0.010870302,0.003058688,0.057275627,0.060528036,0.012099844,0.000989906,0.022412416,1.734931083,3.583284245,0.330589582,0.103408205,0.062583213,0.188581035,0.010799615,0.005986334,0.794929967,0.050137292
Kukaswada,21.05416667,70.20833333,0.003502935,0.000618819,0.016119626,0.021796127,0.004927251,0.000285759,0.005945849,0.698922038,1.019532547,0.104976142,0.031921807,0.026589156,0.084176282,0.004771748,0.001210275,0.348357325,0.009511517
Sarbhon,21.05833333,73.09166667,0.002108694,0.000478814,0.006769812,0.005954912,0.002289099,0.000154745,0.004533003,0,0.753696414,0.09459573,0,0.007085846,0.02560167,0.001856023,0.000709214,0.153507439,0.014202029
Allu,21.0625,73.19166667,0.004739925,0.001564375,0.01172951,0.022451583,0.002625302,0.000452104,0.010260864,0.683371469,1.23599341,0.073782885,0.02309787,0.016909793,0.083119707,0.004213115,0.001777101,0.290816661,0.027988574
Khorada1,21.06388889,70.17361111,0.007608684,0.002655868,0.03305985,0.028596713,0.007896914,0.000815889,0.018850103,1.179946058,2.300846473,0.210899446,0.082913278,0.040948554,0.143718186,0.007584639,0.004418181,0.621472464,0.043200762
Palsana,21.07777778,72.99166667,0.00929677,0.003079037,0.048426248,0.051645365,0.009252095,0.001117101,0.019522055,1.63599497,3.106129955,0.215498007,0.098020171,0.04387576,0.176557515,0.010602373,0.005110339,0.693110512,0.052635105
Arena,21.08055556,70.17638889,0.006038233,0.001527044,0.019906361,0.021256801,0.003292928,0.000405928,0.012060914,0.80657163,1.766343733,0.162998721,0.068939672,0.026114753,0.119849476,0.004946012,0.003009514,0.483548765,0.025000609
Mahuva,21.08333333,71.75833333,0.004424349,0.001909721,0.025295658,0.019553994,0.005498519,0.000440271,0.01095857,1.004485292,1.603734708,0.120672943,0.036982005,0.030811039,0.110454622,0.004097168,0.003851043,0.348055704,0.023409424
Sultanabad,21.09166667,72.725,0.004770318,0.001157906,0.014219579,0.019748314,0.004417383,0.00032873,0.008648032,0.55249338,0.956983638,0.151704801,0.042335145,0.015653936,0.108182463,0.005441677,0.002321333,0.229018613,0.020632706
Sachin town,21.09166667,72.875,0.007507175,0.002393974,0.039943032,0.03048098,0.006692497,0.000747013,0.015971733,1.380557263,1.937500437,0.175580124,0.068813442,0.035232494,0.140646373,0.008329199,0.003288849,0.451610843,0.034366747
Budhecha,21.09583333,70.21666667,0.007344202,0.002785379,0.045545541,0.039525868,0.010016911,0.000851384,0.016688384,1.118037752,3.095421533,0.227549301,0.074196903,0.036594307,0.164637012,0.008969384,0.005389619,0.384156708,0.03798361
Mahuva1,21.09583333,71.76666667,0.022609778,0.007403315,0.099257789,0.103125583,0.022767776,0.002154718,0.043798182,3.039989432,6.389503242,0.691550231,0.217835366,0.114074575,0.482023553,0.023619181,0.010579306,1.579005284,0.108315973
Mandal,21.1,71.58333333,0.035108675,0.010258793,0.170449914,0.165098161,0.032321664,0.003121,0.066632927,5.089875479,9.881577069,0.960430047,0.333002328,0.168389748,0.648742799,0.03305481,0.015470567,2.26180811,0.165401891
Shardagram,21.10416667,70.15277778,0.008807908,0.002542891,0.047518438,0.053042685,0.00898384,0.000995979,0.017657831,1.172440306,2.618506684,0.291856099,0.083317981,0.045470731,0.192683437,0.011053644,0.005034318,0.726092821,0.039235594
Bhavardi1,21.10833333,71.25833333,0.003256994,0,0.006525964,0.002483816,0.002659607,0.000420615,0.002547495,0.594179241,0.484543472,0.085277733,0.031488005,0.004213553,0.053165698,0.002789244,0.001434141,0.146978514,0.00340817
Vyara1,21.10833333,73.39583333,0.039389484,0.011945369,0.198410717,0.208987694,0.041056941,0.004007208,0.07985247,5.756886589,11.90432226,1.177994672,0.397196515,0.207530067,0.796288863,0.039251392,0.020571922,2.817398942,0.194644744
Jiav,21.110639,72.837889,0.006073749,0.00157884,0.03144967,0.043045761,0.007623751,0.000609436,0.018024917,1.051318564,2.015913774,0.213733021,0.074004316,0.039014365,0.111579602,0.008672464,0.003346694,0.527854847,0.035894462
Sepa,21.11666667,70.21944444,0.008091897,0.002004831,0.046754479,0.03798964,0.008096113,0.000760924,0.013336618,1.221881172,1.76881667,0.210267082,0.079065429,0.038172104,0.177316604,0.008406431,0.002863535,0.614917957,0.030480298
Ten-bardoli,21.11666667,73.1,0.001202146,0.000518192,0.015334835,0.005349105,0.003248937,0.000160614,0.008505744,0.205194607,1.024207772,0.083207552,0.022799682,0.015894987,0.071722243,0.002872841,0.001127512,0.170046055,0.011140183
Gangadhra,21.11861111,73.07527778,0.01207613,0.003524827,0.068020201,0.066786414,0.012469964,0.001229299,0.028092587,1.835060929,4.228753207,0.383428235,0.147403615,0.063772661,0.29385444,0.013425129,0.007111339,0.881040825,0.068901114
Mangrol1,21.13055556,70.11944444,0.00375938,0.001428507,0.014472503,0.015217655,0.004553028,0.000568911,0.007165825,0.566494859,1.405099031,0.126874721,0.030888157,0.016335155,0.05459236,0.00299787,0.001792608,0.260576029,0.018660547
Seriakhan,21.13333333,70.24861111,0.003439316,0.001265239,0.025833983,0.014589181,0.006277714,0.000439434,0.008844541,0.698433829,1.191564849,0.137741359,0.059108755,0.038864386,0.104761397,0.005362631,0.002254843,0.320146585,0.027939353
Madhi 1,21.13361111,73.24861111,0.00322022,0.001054424,0.007228714,0.00796205,0.002370551,0.000303866,0.007163085,0.587986641,1.084730574,0.059604526,0.027066239,0.006422293,0.052071962,0.00403192,0.001398175,0.143862323,0.012261815
Dudhala,21.1375,71.65833333,0.013281664,0.004456513,0.074209915,0.06720183,0.012467807,0.001262447,0.024368226,2.081631564,3.974758201,0.40198872,0.142995889,0.072893735,0.247036057,0.014467444,0.006363498,0.988061515,0.061455
Madhi,21.14166667,73.25416667,0.00594494,0.001226208,0.035366794,0.025072048,0.004410862,0.000334888,0.012666559,0.493510088,1.77561838,0.150089481,0.064826969,0.022538389,0.08287341,0.005069444,0.001971805,0.412666692,0.015288458
Maktupur1,21.14305556,70.09583333,0.003641008,0.000824847,0.016221615,0.014639454,0.003005363,0.000235983,0.003894914,0.431595981,1.092521012,0.074445697,0.026941125,0.014109655,0.057402455,0.001642482,0.001302532,0.190604838,0.021085949
Galodar,21.14722222,70.275,0.002673708,0.000531481,0.011424309,0.019633069,0.002073133,0.000236867,0.007666963,0.317151726,0.959380258,0.067557236,0.028132974,0.01204214,0.026832953,8.05E-06,0.001739928,0.198959841,0.008921891
Manketara,21.15,70.12916667,0.015368368,0.004776102,0.073043118,0.071598136,0.015941131,0.001609608,0.030430878,2.453272307,4.642838228,0.455898725,0.161431283,0.081894511,0.298343435,0.013879655,0.007509167,0.999604855,0.077662677
Khamba,21.15,71.23888889,0.000772969,0.000422346,0.005464961,0.003644682,0.000884696,0.000218802,0.004580812,0.087978953,0.492952221,0.010201429,0.01118967,0,0.009003609,0,0.000799805,0.117788141,0
Chapawadi,21.15138889,73.39361111,0.029251957,0.009927191,0.157054266,0.155218982,0.030938157,0.003086113,0.060970672,4.593839359,8.971392097,0.887194982,0.292566221,0.155506801,0.593194222,0.030155937,0.015705072,2.146720895,0.150105512
Bagumda,21.15833333,72.98888889,0.005708617,0.001386048,0.022615622,0.035094332,0.004804635,0.000516476,0.016436412,1.005245104,1.724183042,0.169902014,0.066182645,0.030771438,0.138180116,0.004903516,0.002446587,0.326436527,0.033802786
Gandhinagar,21.16416667,73.69555556,0.014938341,0.004654071,0.072129349,0.074415692,0.015829525,0.00144059,0.030453905,2.206904155,4.558026164,0.421626527,0.152435131,0.071875002,0.273705614,0.014896133,0.007400485,1.097200069,0.073425662
Lohej,21.16666667,70.06666667,0.020776864,0.005710484,0.08807685,0.080902974,0.01905709,0.001884434,0.040221645,2.89624201,5.264689022,0.573739688,0.19809872,0.102430683,0.390654852,0.019368556,0.009252456,1.359408039,0.093430624
Juthal,21.16666667,70.26666667,0.014453013,0.004281877,0.065860832,0.076196899,0.013315527,0.001613241,0.0279111,2.258400484,4.645616097,0.425093624,0.142121662,0.076763973,0.296008044,0.014707702,0.006431526,1.036369431,0.072660504
Mota,21.17027778,73.06861111,0.009951007,0.003192233,0.056599547,0.05287891,0.008483821,0.00090584,0.019525106,1.802166705,3.178356462,0.283925286,0.101001871,0.050611131,0.200016472,0.011892314,0.005823062,0.74596149,0.058703607
Jesingpura[sg],21.17083333,73.55416667,0.001202166,9.48E-05,0.005740917,0.003270516,0,0.000195716,0.003198373,0.330301753,0.207744615,0.102593213,0.009631749,0.003851372,0.032005781,0.002369442,0.000550285,0.127613439,0
Uchchhal,21.17194444,73.76916667,0.046788197,0.013583445,0.231642889,0.228626596,0.046476826,0.004514468,0.094488028,6.918434133,13.84514309,1.390192915,0.453566709,0.22657788,0.941119052,0.043708366,0.023614683,3.176106472,0.224728534
Goraj,21.18333333,70.15416667,0.003307241,0.000529072,0.00740567,0.014561905,0.002082394,0.000196731,0.005013361,0.806015328,0.661134851,0.086546253,0.031801956,0.019834317,0.017768255,0.002575932,0.001580064,0.251525343,0.020201571
Goraj1,21.18333333,70.15416667,0.032857019,0.00972537,0.157884247,0.163051719,0.031913001,0.00313417,0.065074921,4.911649166,9.428225512,1.012744961,0.314310778,0.163214616,0.673231942,0.031627307,0.016914368,2.236335647,0.170458278
Sil,21.18555556,70.04638889,0.002795665,0.001437208,0.015892596,0.014716693,0.001349764,0.000545095,0.008659943,0.421271329,1.435113544,0.115982109,0.040118384,0.019250687,0.043474968,0.002999885,0.001548326,0.281700241,0.020269217
Bora,21.19111111,71.92888889,0.002583954,0.001555356,0.018749725,0.022500842,0.004152074,0.000500037,0.006994846,0.644004284,1.735323066,0.13816111,0.036888979,0.026645756,0.099310072,0.004775515,0.001677373,0.254085264,0.011969853
Motivadal,21.19722222,71.55,0.011494469,0.003726047,0.050726869,0.058496804,0.012045896,0.001050301,0.018165707,1.555892063,3.17952838,0.26787657,0.11884327,0.054729126,0.206349037,0.010596891,0.005968501,0.791139737,0.060099412
Motichher,21.2125,73.36222222,0.012298901,0.003726284,0.056580859,0.055302323,0.013121484,0.00123032,0.024954927,1.813972617,4.070274221,0.359782575,0.117257784,0.057766479,0.268835305,0.011725916,0.005807659,0.866349236,0.059248547
Longadi,21.21388889,71.88333333,0.001649233,0.001033988,0.006579652,0.012706716,0.001397042,0.000177666,0.004707262,0,0.092108617,0.049296897,0,0.006162412,0.045013568,0.001396626,0,0.107542671,0.001762009
Bamanwara,21.22083333,70.05555556,0.013354428,0.003641617,0.061116754,0.071248906,0.010708062,0.001369313,0.024048879,1.739167551,3.47902287,0.426092603,0.131524129,0.072059962,0.24519435,0.013965799,0.007257621,0.883724597,0.065496114
Datha,21.22083333,71.95,0.005872291,0.002527197,0.034113056,0.031724104,0.004467491,0.000681666,0.014581032,1.226857911,2.020671176,0.125989457,0.063465291,0.037291556,0.135088476,0.007075901,0.004341017,0.552983865,0.035953079
Kadod,21.22083333,73.225,0.029775364,0.008362552,0.145548569,0.149130855,0.029535814,0.002874908,0.057040029,4.476749928,8.672936122,0.88842302,0.299778866,0.136584657,0.561661491,0.030339825,0.014672088,2.111222057,0.14731321
Kadod 1,21.22138889,73.21888889,0.003053204,0.000694077,0.017016686,0.01617845,0.004019189,9.13E-05,0.006929986,0.40119815,0.545387807,0.075007861,0.015360945,0.013522485,0.034350329,0.004377458,0.002186505,0.270867879,0.018114197
Sil bandar,21.22361111,70.05555556,0.008651631,0.002475245,0.061639832,0.056042206,0.00925901,0.0010541,0.0190988,1.667923377,2.926222323,0.308820666,0.082218153,0.050406894,0.161578237,0.009446325,0.00508925,0.646911456,0.059731903
Bhatsimroli,21.22361111,70.18333333,0.009224142,0.001883668,0.03479591,0.034737988,0.006397479,0.000706102,0.02023252,1.108298849,2.248985696,0.254565295,0.070697416,0.035680806,0.12629664,0.008183306,0.004115033,0.59382963,0.043666998
Goradka,21.225,71.41111111,0.004091961,0.001442543,0.02202492,0.028240045,0.005078942,0.000512514,0.00931897,0.771271555,0.738494955,0.141245918,0.036806905,0.019994816,0.078279242,0.003771505,0.002862683,0.2936104,0.026740448
Bhurvel (ukai),21.225,73.57916667,0.00877632,0.002692616,0.042730182,0.037327274,0.008842997,0.000806715,0.015415985,1.397542705,2.452732364,0.248140507,0.093341796,0.03927207,0.20641596,0.00859338,0.004659344,0.620184018,0.04171419
Saroli,21.229583,72.790778,0.009675015,0.002790556,0.044123807,0.048443967,0.009726284,0.000936733,0.019515828,1.219464776,2.938086719,0.283908637,0.10726805,0.044861967,0.161993938,0.007257148,0.004210956,0.627097785,0.048361244
Alwani,21.23055556,70.6375,0.006869249,0.002727167,0.044999438,0.045616163,0.0078494,0.000797404,0.017934776,1.168232669,1.966405535,0.170358085,0.0922202,0.033762388,0.130317333,0.008482427,0.004190639,0.567865965,0.035899885
Ingorala,21.23333333,71.2,0.038906958,0.012866935,0.204515057,0.202551744,0.039292951,0.004127067,0.079285869,6.009853413,12.65822684,1.24692043,0.407551957,0.207069576,0.810779608,0.040246214,0.020523203,2.818440472,0.209422421
Vankiya1,21.23333333,71.25,0.001436543,0,0.012041164,0.000788808,0.000810472,7.09E-05,0.003099463,0.135576462,0.768936301,0.088689715,0.003435526,0,0.021762775,0.002496937,0.000876965,0.054286807,0.005486009
Antroli,21.23611111,70.00694444,0.000973945,0.000757287,0.011433676,0.020754243,0.00196954,0.000207848,0.003872746,0.256741799,0.689787205,0.062296246,0.012491628,0.004315454,0.027626912,0.002385568,0.001192149,0.00323079,0.007869827
Jira,21.2375,71.09166667,0.00309293,0.000891298,0.017053488,0.022450448,0.003363527,0.000344864,0.00948831,0.64179676,0.855175934,0.116397094,0.040543469,0.022004425,0.039476095,0.003445987,0.001907405,0.270221744,0.020325514
Shantinagar,21.24583333,71.65,0.008679366,0.002499095,0.047999794,0.042959806,0.00892953,0.001029066,0.016493633,1.220589198,2.768945963,0.285178981,0.083831212,0.046333062,0.164354209,0.009928419,0.003302001,0.629194643,0.048677891
Digas,21.24833333,73.02555556,0.005331164,0.002407529,0.027444786,0.033654648,0.00610059,0.000717929,0.015642859,0.841854924,1.842452849,0.221127337,0.076383453,0.033866136,0.129147449,0.007110462,0.003913583,0.572830033,0.041980579
